"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDU02","OUT027",5050.06160549351
"FDJ08","OUT035",3216.12794286232
"NCZ06","OUT045",3890.66852298767
"FDO31","OUT049",1487.2628851716
"FDH31","OUT018",1421.55192105809
"FDS58","OUT017",2713.16968732233
"NCA53","OUT027",2264.66321983574
"FDF50","OUT046",3097.42591329824
"NCW42","OUT049",3588.7747353913
"NCQ17","OUT045",2408.08291872775
"FDK51","OUT018",3897.19959100065
"NCW41","OUT010",591.806625791955
"NCR29","OUT017",983.720489277986
"FDB08","OUT019",650.821681115384
"FDA40","OUT027",2883.12088562733
"FDL14","OUT018",2298.28695344066
"FDB47","OUT046",3279.85640285537
"FDO03","OUT035",3814.77370914497
"DRK13","OUT019",1202.97140803853
"FDX13","OUT010",1990.47260898448
"FDF52","OUT046",2914.10158713688
"FDT11","OUT013",3068.73843648429
"FDB08","OUT013",2600.02557038282
"FDQ28","OUT018",2268.50145865686
"FDD29","OUT045",3926.58162208001
"NCQ29","OUT027",5543.55847220339
"NCO02","OUT013",1055.70823964065
"FDR56","OUT010",1233.92728529053
"NCM54","OUT049",2055.43272733526
"FDP51","OUT035",2056.36039474649
"FDT38","OUT013",1419.95790002765
"FDZ20","OUT018",3736.24923637784
"FDJ53","OUT013",1947.07586086118
"FDX13","OUT049",4019.12699056267
"FDP58","OUT035",3615.19877418934
"NCK31","OUT019",-1048.03109568805
"FDA35","OUT018",1722.26074462151
"FDV37","OUT018",2919.54802611797
"NCO07","OUT027",4818.3123504575
"FDA20","OUT045",2911.50327272802
"FDZ59","OUT035",2854.36726569947
"NCY17","OUT017",807.505107068904
"FDQ28","OUT035",2651.24761043524
"FDV35","OUT017",2575.54284296962
"FDQ36","OUT013",687.825795372918
"FDD34","OUT018",2339.79359383359
"FDK51","OUT045",4119.80792365433
"FDV31","OUT035",2953.65312647435
"FDR04","OUT035",1693.80289239246
"FDR14","OUT049",1003.34140380399
"DRC36","OUT010",898.264278740009
"FDE39","OUT019",32.1120550026085
"FDP57","OUT049",1764.23549787567
"FDE57","OUT046",2304.37309069541
"NCN18","OUT046",1742.95715982353
"NCQ05","OUT018",2131.83229628367
"FDW47","OUT035",2068.78314051142
"FDV46","OUT035",2376.67358781249
"NCP29","OUT045",912.280232404665
"FDE09","OUT018",1512.97979721489
"NCU06","OUT027",5050.48718705509
"FDT19","OUT010",872.666024310098
"DRF15","OUT017",2547.42727247541
"DRI51","OUT013",2749.82754313238
"NCX54","OUT013",1685.15231747251
"DRE01","OUT013",3801.78199693834
"NCB07","OUT045",3001.44582456298
"FDU50","OUT035",1993.18180651593
"FDG40","OUT035",770.545846396161
"FDW10","OUT018",2503.98338872187
"FDX51","OUT013",3180.38080923352
"NCP17","OUT045",916.952616451544
"FDP21","OUT035",3169.23830177579
"FDL04","OUT045",1595.29664760727
"FDV23","OUT013",1991.99152076253
"FDF24","OUT046",1382.34483897844
"FDH56","OUT027",3322.48210956426
"FDB51","OUT049",1105.75132912774
"FDI58","OUT027",3019.15678468953
"FDR20","OUT013",861.709406414394
"FDC51","OUT018",1746.53816087674
"FDB16","OUT027",2874.80597563164
"FDE40","OUT049",1121.90251617828
"NCM17","OUT035",869.387931289524
"FDU56","OUT035",3112.39066189043
"FDS32","OUT019",437.059460458258
"FDX02","OUT049",3658.01913734922
"FDT39","OUT027",3955.63049837438
"FDE35","OUT017",1071.17757512938
"NCI42","OUT019",1415.03048794539
"DRL23","OUT046",1678.59377100363
"FDA10","OUT046",1901.72143993436
"FDA11","OUT013",1575.51248959471
"NCM06","OUT046",2453.05391958877
"NCT05","OUT035",4191.11588310433
"NCQ02","OUT010",1047.70083476645
"NCY06","OUT049",2126.54505078846
"FDY56","OUT035",3749.90903865027
"FDL02","OUT035",1836.03169956639
"NCI06","OUT035",2974.11928887245
"FDQ14","OUT045",2362.91785604997
"FDQ12","OUT017",3719.66503836943
"FDP36","OUT046",854.455089782024
"FDK21","OUT027",5405.09288014408
"FDO40","OUT045",2316.41685827012
"NCK54","OUT019",-32.7446900453063
"FDY09","OUT018",2551.4649945714
"NCW30","OUT049",4157.60849327163
"NCC55","OUT027",2084.74102093913
"FDE58","OUT018",1580.25292979218
"FDR39","OUT013",2962.02523521644
"FDU28","OUT049",3096.35213857833
"FDH08","OUT017",3720.09616738205
"FDG35","OUT045",2764.21565473381
"FDG22","OUT049",758.917773347964
"FDC34","OUT035",2675.51412748758
"FDP15","OUT018",3751.43257497176
"FDK34","OUT010",1867.72561599183
"FDU45","OUT035",2030.95073534529
"FDQ04","OUT027",2133.82124354832
"FDX22","OUT018",3079.36055739687
"FDB45","OUT017",1769.65515418966
"NCH43","OUT027",4857.09700122117
"DRE60","OUT046",3507.16775095543
"FDD17","OUT027",5174.6396142447
"NCM54","OUT017",2091.58903706144
"NCH55","OUT013",2028.98203879696
"NCT06","OUT017",2727.08390534094
"FDA48","OUT027",4945.17655904795
"FDY58","OUT027",5062.66975884554
"FDO25","OUT045",3243.7792545658
"FDN50","OUT045",1510.32970517094
"FDH35","OUT035",2775.64978796683
"FDK09","OUT045",3516.81746174431
"FDO16","OUT013",1369.2692111708
"FDW11","OUT045",979.438028387643
"FDU47","OUT027",3769.72583749801
"NCQ42","OUT010",85.0805217530785
"FDK55","OUT027",2911.93289915641
"FDN08","OUT049",1990.8621113908
"FDT57","OUT045",3691.40909418818
"FDJ12","OUT018",3056.48473726575
"DRL59","OUT017",951.770898740238
"NCN53","OUT046",601.495126616304
"FDO51","OUT010",-1111.20006865237
"FDK56","OUT017",3100.89198914934
"FDY12","OUT035",1038.65703133519
"FDU15","OUT035",858.276690741253
"FDQ19","OUT046",3885.25514263398
"DRF15","OUT045",2404.62538030386
"DRE25","OUT019",-432.221019078466
"FDK57","OUT018",1614.10749450967
"FDD33","OUT010",1740.64034835013
"FDR34","OUT027",5107.94568992707
"FDU04","OUT045",1864.36381184186
"FDE35","OUT019",-884.102171253094
"NCD31","OUT035",2745.14974664476
"FDJ56","OUT035",1744.29019681357
"NCU53","OUT046",2589.96437822392
"FDD39","OUT035",3557.38125231601
"NCU17","OUT019",-300.397829129179
"FDJ20","OUT046",1982.62476392301
"NCW41","OUT018",2226.32091934331
"FDL52","OUT035",856.416515769916
"FDS39","OUT035",2439.25901828054
"DRJ47","OUT045",2687.65624159406
"FDP13","OUT010",-1200.40492497393
"DRK39","OUT010",-574.105905629957
"FDF28","OUT010",127.902092093545
"FDB09","OUT045",1933.44024503946
"FDM51","OUT046",1677.5826668795
"DRM49","OUT018",484.823015459342
"DRF23","OUT013",2769.18580422325
"DRH01","OUT035",2872.18276954715
"FDH12","OUT027",3162.2295290392
"FDA28","OUT019",119.05584959545
"FDW37","OUT018",1164.3469486662
"FDF02","OUT046",1653.79676654523
"DRL37","OUT046",723.329434412295
"NCF43","OUT046",2265.14933349778
"FDH08","OUT010",1706.61855743798
"FDR34","OUT019",1773.58964107178
"NCK19","OUT049",3165.82072571173
"NCD55","OUT018",444.930526289213
"FDT27","OUT049",3844.5765280177
"FDQ57","OUT045",2296.30642787925
"FDA47","OUT035",2778.76993756593
"DRG15","OUT027",2447.41346713358
"FDE05","OUT018",2124.41370108236
"FDN46","OUT046",1630.82064306736
"FDX27","OUT027",2975.18375694264
"FDT51","OUT045",1767.67729853963
"FDU33","OUT013",814.461620024127
"FDJ16","OUT027",2407.35274960647
"FDD20","OUT019",73.1933500267274
"FDT36","OUT049",701.898201514843
"DRF15","OUT027",3896.24110879521
"FDN52","OUT010",-465.622297516864
"FDC22","OUT027",4499.98374954277
"FDX15","OUT045",2497.56743440736
"FDT13","OUT013",3020.16198692997
"FDU04","OUT017",2034.44125187978
"FDU31","OUT019",1591.91343188678
"FDW59","OUT027",2874.98505797826
"NCO29","OUT046",2632.60278981998
"FDL15","OUT035",2606.76184704579
"FDI41","OUT049",2474.87567952269
"FDQ48","OUT049",1738.54982084894
"DRI39","OUT013",933.363402573148
"FDI08","OUT013",4032.61271563426
"FDC21","OUT049",1916.1625217268
"FDF58","OUT035",1163.62386287558
"FDS08","OUT010",911.18119861554
"FDE47","OUT045",1889.50088668985
"NCP18","OUT019",543.839869755599
"NCR41","OUT013",1573.3681105828
"FDA27","OUT013",4084.64749349145
"FDA43","OUT035",3245.75178037226
"FDA49","OUT045",1327.56193807964
"NCE55","OUT018",2530.56824271281
"DRM49","OUT027",2221.73088741874
"FDF22","OUT027",4825.12723708533
"FDQ15","OUT018",1066.54621533097
"NCS54","OUT017",2889.25666357668
"NCY05","OUT013",661.170793673257
"FDR45","OUT046",3788.06881851682
"FDK57","OUT049",2017.88303042198
"FDF41","OUT010",1974.58838536188
"FDV21","OUT046",1967.56208277012
"FDD51","OUT046",776.682885065554
"FDF33","OUT046",1772.12292579798
"FDA38","OUT046",3756.7607756924
"FDR56","OUT045",3090.48006875924
"NCN41","OUT017",2009.87206266674
"FDC60","OUT027",2888.36695439369
"FDB47","OUT045",3219.10418920763
"DRH01","OUT013",2800.84575244576
"FDW08","OUT046",1682.83393988396
"FDF38","OUT027",2190.51675863302
"FDY32","OUT017",2705.19536014004
"FDG34","OUT049",1895.68286251421
"FDG47","OUT019",2209.14852902972
"NCF18","OUT035",3128.36491498024
"FDL39","OUT019",1040.15676880827
"NCH55","OUT035",2120.43796443381
"DRJ35","OUT049",1073.53909005342
"FDS44","OUT035",3953.67509045817
"DRE01","OUT018",3487.91544715211
"FDY39","OUT013",2994.47266783671
"FDY32","OUT018",2309.90373955545
"FDR33","OUT027",3222.27482224444
"NCP50","OUT049",1407.08449030406
"FDZ47","OUT018",1329.96931638795
"FDU57","OUT049",2574.1658370441
"FDY44","OUT013",3186.63377413617
"DRH59","OUT018",941.001575314369
"FDB03","OUT027",5270.56479758062
"FDY46","OUT045",2898.15825611045
"FDM39","OUT045",2758.91114795601
"FDY36","OUT035",1403.89376805766
"NCM55","OUT035",3053.90234929785
"FDJ50","OUT010",-1031.11827130004
"DRL60","OUT013",2446.2791504275
"NCJ54","OUT049",3743.53607811466
"FDX59","OUT017",743.407360414289
"FDI07","OUT013",3256.61909958869
"DRF51","OUT010",-1270.51289529082
"FDM14","OUT017",1870.73411802566
"FDP21","OUT045",2959.46124062166
"FDE40","OUT035",1204.94146749172
"FDE05","OUT035",2563.96137806271
"FDM13","OUT027",3547.04713295462
"FDC34","OUT027",3981.66202929287
"NCI55","OUT018",1652.27130063479
"NCE43","OUT018",2397.47873461609
"FDW58","OUT018",1428.3987250666
"FDG60","OUT045",3621.57129675689
"FDV31","OUT017",2922.90977961246
"FDR47","OUT013",3120.76981629387
"FDM60","OUT019",-1145.52058665918
"NCF06","OUT018",3761.69928150221
"NCN26","OUT027",3302.99010466845
"FDQ59","OUT049",1556.85151510689
"FDF09","OUT046",671.77691527074
"NCS06","OUT017",4248.61275820874
"FDT44","OUT046",1877.7344736516
"FDI19","OUT017",3973.01158286946
"FDT22","OUT017",1066.71303306175
"NCF54","OUT027",4155.46299485
"DRG25","OUT045",2886.42973396086
"FDB59","OUT017",3237.56830446712
"FDQ37","OUT017",3187.6922694647
"FDP56","OUT035",970.086949968113
"FDW44","OUT035",2952.11291129766
"FDJ26","OUT010",1518.21295300278
"FDU43","OUT018",3517.4025787427
"FDW33","OUT045",1604.64814586975
"NCX53","OUT027",3736.60012221777
"FDN56","OUT010",451.116848710707
"DRF15","OUT049",2542.73172475983
"FDO33","OUT017",1919.24606627375
"FDZ39","OUT010",-197.673667179583
"NCJ19","OUT017",958.785051250907
"FDU01","OUT035",3123.09186011962
"FDT12","OUT035",3709.31174810625
"NCM18","OUT018",703.197402317945
"FDP19","OUT017",2136.61467296207
"NCR42","OUT049",693.062083897404
"FDN10","OUT046",1890.87454204299
"FDG44","OUT017",996.143498805742
"FDQ10","OUT046",2749.07978466703
"DRH13","OUT049",1778.22186320336
"FDT52","OUT013",3938.06266014209
"FDM56","OUT045",1709.70330081209
"NCO43","OUT010",-331.709716645244
"NCV29","OUT035",2963.29654614081
"NCF06","OUT013",4093.90616357738
"FDO50","OUT035",1620.56442715426
"FDT59","OUT013",3688.26880136866
"FDX40","OUT027",2099.42946726313
"FDE50","OUT017",3108.1995534733
"FDX51","OUT017",3295.73417796584
"NCD30","OUT018",1283.23774925136
"FDK15","OUT013",1658.39306049811
"FDL12","OUT045",946.092764502106
"FDK46","OUT017",4188.39719995236
"DRH49","OUT010",-613.847811705685
"FDQ57","OUT046",2363.17671449734
"FDY59","OUT017",1621.03006203884
"FDO09","OUT018",3872.32187499228
"NCG30","OUT035",2096.56845510153
"FDM09","OUT017",2837.25493291659
"NCN17","OUT027",3059.31140251993
"NCS42","OUT013",1467.94700278333
"FDD02","OUT019",-41.0551481231936
"FDE34","OUT013",2922.55847738413
"FDU38","OUT045",3006.9889312509
"FDB33","OUT046",2548.15599715372
"NCJ29","OUT017",1508.02161697235
"FDZ27","OUT035",978.184203180199
"FDI40","OUT013",1667.71308320394
"FDG22","OUT013",727.571650585024
"FDT51","OUT017",1943.68493922992
"FDF20","OUT018",2902.44310495394
"FDV50","OUT035",2086.63169357606
"FDT02","OUT049",771.073836048519
"DRC49","OUT017",2416.57135272288
"FDF26","OUT049",2572.85880547664
"FDV52","OUT035",2037.8638071954
"FDX59","OUT049",755.406276378601
"FDV25","OUT035",3634.45047701313
"FDW23","OUT027",2113.84192302369
"FDE53","OUT018",1460.41765683952
"FDA19","OUT017",2168.72849102936
"FDH22","OUT046",1961.69879552867
"NCO41","OUT013",1600.62910566211
"FDX12","OUT017",3952.14091889036
"FDF17","OUT013",3129.29961597234
"FDS11","OUT045",3489.92671786014
"FDR51","OUT035",2591.28050108479
"FDT49","OUT010",-259.057232144385
"FDC56","OUT013",1935.81736326863
"FDR13","OUT027",3354.55655842783
"FDQ60","OUT035",2069.02777265439
"FDN38","OUT049",4034.29048107351
"NCL29","OUT013",2531.92862690921
"FDO13","OUT027",4086.27250337825
"FDE26","OUT018",2041.29060954827
"FDA31","OUT010",826.334197145018
"FDX14","OUT035",1409.80765463815
"FDA34","OUT045",2723.85576392555
"FDF26","OUT013",2523.01140732679
"FDE38","OUT045",2584.7312459038
"DRI11","OUT046",1796.51634254914
"FDQ60","OUT027",3346.90339471916
"FDL21","OUT027",2184.00154933673
"DRC12","OUT027",4485.26921705854
"FDC47","OUT046",3587.89830591572
"FDE57","OUT045",2217.97128652101
"FDT14","OUT045",1887.68630391969
"NCZ53","OUT046",3003.11627361813
"FDE28","OUT018",3384.57572892082
"FDR19","OUT035",2510.07374480849
"NCF54","OUT019",847.674664584671
"FDZ08","OUT046",1383.41290087997
"NCJ05","OUT018",2175.92640741013
"FDF59","OUT046",2011.82261509532
"NCO05","OUT035",1734.02923548249
"FDW24","OUT018",551.148490652076
"NCX42","OUT018",2356.63583602645
"NCA53","OUT035",949.061470580296
"FDI45","OUT019",948.359743876677
"FDG46","OUT046",1844.80760607333
"FDM20","OUT010",1941.62015241923
"FDW11","OUT010",-899.92712130274
"FDX08","OUT035",3030.09855910937
"NCK17","OUT035",840.352515198565
"FDK32","OUT018",2219.82675954128
"NCA42","OUT035",2675.41279192949
"DRI01","OUT035",2856.08640576774
"NCL55","OUT049",4077.92854479131
"DRE25","OUT018",1231.37329430842
"FDD14","OUT017",2986.21555124395
"FDB10","OUT046",3715.26347352768
"DRN11","OUT035",2439.31650388945
"FDP38","OUT018",582.839666210404
"NCA30","OUT017",3058.18580920957
"FDT15","OUT017",3108.21988106843
"NCP55","OUT018",643.424642165782
"FDF12","OUT035",2528.08302884525
"FDM21","OUT018",3744.1827937916
"FDX56","OUT035",3456.57069604423
"FDF10","OUT017",2467.0319087609
"FDT32","OUT045",2992.45942247122
"FDM51","OUT018",1421.21300718564
"NCR50","OUT018",2180.53156247095
"FDI19","OUT049",3939.13758779369
"FDX21","OUT017",1811.62851686044
"FDR31","OUT035",2530.6572534787
"FDY02","OUT013",4190.04804519628
"NCA29","OUT045",2646.96626890516
"NCX17","OUT046",3607.52735355827
"FDM12","OUT045",2994.84875844511
"FDI53","OUT027",4045.81084972265
"NCU30","OUT049",2677.00499355913
"FDC56","OUT027",3367.72907540655
"FDK27","OUT018",1707.50391338204
"NCK18","OUT017",2758.05681672238
"FDB52","OUT019",2174.79323240264
"DRG25","OUT027",4441.79346372039
"FDZ13","OUT049",978.035959300801
"FDB57","OUT019",1688.64503400428
"FDR40","OUT046",1409.31344916509
"NCO14","OUT019",-1146.49122367854
"NCN19","OUT045",2955.81236926686
"FDQ28","OUT019",632.084472148209
"FDO13","OUT018",2372.32922793941
"FDK48","OUT013",1308.54017946316
"FDU07","OUT018",2196.64653715194
"FDW20","OUT046",1960.95181380727
"FDV12","OUT010",-291.989924344271
"FDH24","OUT013",2561.61788648533
"FDV59","OUT049",3536.65191414372
"FDK57","OUT045",1836.16195188205
"FDL16","OUT027",2203.28415826577
"NCQ17","OUT046",2465.92374167782
"FDJ15","OUT018",2740.74171326008
"FDX24","OUT049",1621.29853142572
"FDT47","OUT046",1592.40395888803
"FDT10","OUT049",1113.77224392487
"FDZ37","OUT018",1202.01396012701
"FDW43","OUT027",5126.53005491294
"DRN36","OUT017",1632.79045146611
"FDJ14","OUT045",1305.18038219242
"FDA32","OUT013",3495.22489896579
"FDJ38","OUT019",1164.88409385538
"FDQ57","OUT017",2465.78614265268
"NCQ41","OUT019",1173.32558791414
"FDG56","OUT049",1126.05330897668
"DRC13","OUT027",3442.6788494839
"FDV55","OUT035",2487.01520422061
"FDQ49","OUT045",2502.77773654209
"FDE29","OUT010",-965.070925301112
"FDR03","OUT013",3360.50954353427
"FDD45","OUT049",1606.50374053874
"FDN38","OUT010",2028.88448110153
"FDT56","OUT046",986.13704247783
"FDT48","OUT045",3072.77177758891
"FDU03","OUT049",3019.05997459564
"FDC56","OUT010",-41.5528404173238
"NCO43","OUT027",3004.28636120322
"FDQ27","OUT017",1768.76216210839
"FDR03","OUT046",3332.79062733255
"DRH23","OUT010",-1082.754883917
"FDG22","OUT045",632.728992525321
"NCJ42","OUT013",1669.92688594407
"FDR24","OUT046",1504.97604180371
"FDW60","OUT035",2976.04752618335
"FDJ08","OUT013",3061.06520494504
"DRL59","OUT018",573.075282204271
"FDG60","OUT010",1741.07676762865
"FDW27","OUT017",2621.81856127236
"FDX14","OUT018",1015.77613100234
"FDC20","OUT013",976.874797232654
"NCS29","OUT018",3849.12856661253
"FDJ56","OUT046",1605.71596422891
"FDB20","OUT019",-613.499184916832
"FDL28","OUT027",5104.26192123228
"FDW01","OUT018",2167.70931328888
"FDL03","OUT046",3190.78039166404
"FDX22","OUT049",3442.66885457977
"FDJ21","OUT035",2518.65528550217
"FDR31","OUT045",2352.40504439469
"FDG21","OUT035",2614.36976954266
"FDS22","OUT027",2220.93252439893
"FDK08","OUT035",1788.67462795137
"FDE17","OUT018",2192.98859655658
"NCN30","OUT017",1636.61988764627
"FDT50","OUT046",1603.19123154072
"NCX42","OUT049",2691.29033515865
"FDJ12","OUT035",3481.04876332282
"NCA18","OUT027",3300.77841428648
"FDP23","OUT019",1544.83645226255
"FDX12","OUT013",3881.34097906705
"FDN40","OUT018",2153.4290926941
"FDV48","OUT035",1476.07965105857
"NCY54","OUT013",2727.08385875611
"FDL16","OUT010",-1173.31169644073
"FDR45","OUT018",3518.6923872505
"FDJ52","OUT046",2580.97185386057
"DRG01","OUT017",1366.22710319767
"FDP52","OUT013",3712.06718238764
"FDU58","OUT017",3102.56635928615
"FDL02","OUT045",1638.0208972349
"FDG28","OUT013",3922.47117677037
"FDA19","OUT035",2190.62152948871
"FDW46","OUT027",2555.25349628095
"NCD43","OUT049",1742.18146213764
"DRG39","OUT013",891.765077917503
"NCF55","OUT049",720.267821612971
"FDJ07","OUT046",1893.28525506105
"FDE08","OUT046",2425.80419318306
"FDP56","OUT019",-1052.46475388854
"FDT45","OUT045",805.071500709232
"FDF17","OUT018",2794.28530862282
"FDX44","OUT046",1450.42898428096
"FDM28","OUT027",4321.6963642277
"FDI36","OUT049",3284.74780395602
"FDS07","OUT045",1777.74559773597
"FDD36","OUT045",1816.67011223085
"FDW11","OUT046",1002.54022465426
"FDN40","OUT049",2551.55991348181
"NCQ18","OUT049",1635.68353825696
"NCQ54","OUT017",2752.0503396767
"NCS42","OUT045",1392.34676902523
"DRH39","OUT010",-698.566423822575
"FDC09","OUT027",3178.18649972647
"FDT08","OUT010",529.998138081609
"FDC08","OUT035",3742.18881102697
"FDT20","OUT017",790.93330673306
"FDS35","OUT035",1182.51935978286
"FDX58","OUT018",2634.35584745242
"FDW58","OUT046",1687.59795735772
"DRD27","OUT046",1593.85878435583
"FDH32","OUT019",-315.209106051658
"FDS26","OUT035",4275.41541152738
"FDQ31","OUT046",1454.78430455015
"FDP11","OUT018",3210.69162285513
"FDD58","OUT017",1698.03427390162
"FDM33","OUT045",3378.02096594421
"FDZ16","OUT049",3223.21784053761
"NCS29","OUT010",2219.20481809223
"NCM18","OUT019",-956.27464757885
"FDP11","OUT049",3581.6616645426
"NCC42","OUT017",2371.27267544588
"DRM23","OUT046",2723.30661758694
"NCN55","OUT027",5205.02177091705
"FDK46","OUT013",4095.76736321168
"FDR01","OUT046",3168.47373324256
"NCA05","OUT045",2319.21340802982
"NCP43","OUT017",2920.19531512098
"FDR12","OUT010",859.733547403011
"FDQ01","OUT013",4076.89608984266
"FDM13","OUT046",2072.63371153495
"FDQ19","OUT017",3989.98117447502
"FDK56","OUT019",1049.57821724417
"NCX06","OUT010",980.94732374742
"FDO56","OUT027",3402.31074051178
"FDU45","OUT045",1771.98373158198
"FDI16","OUT019",-985.315052233995
"FDL32","OUT046",1844.02829311637
"FDA07","OUT046",2013.82828074759
"FDA14","OUT045",2316.54809990177
"FDV46","OUT027",3714.29088379097
"NCO07","OUT035",3500.07929610436
"NCP41","OUT046",1680.89388190672
"FDY60","OUT018",2069.66660353714
"FDN38","OUT017",4075.81170788743
"FDO15","OUT046",1305.79615368635
"FDT60","OUT013",1972.90461674998
"FDA55","OUT035",3744.29167937621
"FDE02","OUT010",-408.01780917462
"DRJ39","OUT049",3581.16891675229
"FDV34","OUT035",1438.49923044318
"FDS20","OUT027",4400.35615253736
"FDF02","OUT027",3091.01611253201
"FDW40","OUT017",2452.39339989026
"NCB43","OUT046",2929.3834606001
"FDR58","OUT017",1568.58387297706
"DRJ59","OUT035",840.193650818341
"NCD30","OUT017",1667.84701705337
"FDE14","OUT017",1732.28961113942
"FDC28","OUT018",1449.61780508714
"FDU16","OUT018",1130.62027287988
"NCD19","OUT035",1053.27547471516
"FDU21","OUT046",682.846797461009
"FDV59","OUT027",4910.09560282086
"FDU03","OUT045",2874.28312478907
"FDC33","OUT010",1295.89340911102
"NCR42","OUT035",763.741371648936
"DRH59","OUT035",1381.11089576446
"NCM31","OUT035",2398.42991051051
"FDS50","OUT035",3672.20333288433
"FDP39","OUT046",884.508157668726
"FDQ55","OUT013",1958.80800605648
"FDV36","OUT019",74.5629486807473
"FDI05","OUT027",2747.96056460782
"FDS45","OUT027",3183.78966085333
"FDA39","OUT045",631.228842224798
"FDC37","OUT010",-177.499861359063
"FDJ60","OUT027",4142.74809802961
"DRQ35","OUT046",1934.77253453407
"NCJ06","OUT046",1873.65284692607
"NCY42","OUT018",2030.33912752839
"DRM37","OUT049",3190.89451261673
"FDR14","OUT045",787.94182352516
"FDE51","OUT049",886.342149520845
"FDT33","OUT017",2807.15812233528
"FDR08","OUT013",1837.18688274151
"FDE36","OUT010",708.819159274905
"FDL22","OUT019",-435.113748701993
"FDR44","OUT013",2137.09950440005
"FDI56","OUT019",-451.779384355753
"FDE47","OUT010",92.2734253460726
"FDV27","OUT010",-404.629743403628
"FDV10","OUT049",855.346330414231
"FDC40","OUT045",1277.48966427874
"NCX41","OUT013",3347.77641901614
"NCQ38","OUT027",3117.92355432397
"FDV12","OUT027",3104.79356556837
"FDE52","OUT017",1605.92101649133
"FDG20","OUT027",4314.92738631407
"FDV16","OUT027",2109.7177970189
"FDI32","OUT017",1908.9616836441
"FDJ32","OUT049",1116.30444106051
"FDN39","OUT018",2481.85439482081
"FDY34","OUT017",2832.46896834737
"FDC14","OUT035",903.210217055391
"FDA55","OUT017",3709.11705089941
"FDZ50","OUT010",1032.96248357824
"DRG13","OUT049",2726.40826067679
"FDP01","OUT013",2530.68861425483
"NCG54","OUT017",2840.04636465458
"FDM13","OUT045",2016.1988366667
"NCO18","OUT027",4291.69731347637
"NCW41","OUT013",2524.78399519029
"FDM52","OUT027",3846.05638045308
"NCF55","OUT035",760.072542257708
"FDT09","OUT046",2127.3675469825
"NCM19","OUT035",1895.63253377556
"FDW12","OUT018",2136.09314879676
"FDP15","OUT019",2141.63407585134
"FDK36","OUT045",751.004086006676
"FDZ25","OUT035",2937.5995488386
"NCW06","OUT049",3150.35821150588
"FDW60","OUT046",2868.0144323895
"DRC49","OUT013",2353.00173583764
"NCT17","OUT035",3146.14676063227
"NCN06","OUT018",2324.28576168774
"FDC45","OUT013",2755.48959307907
"DRJ47","OUT019",817.140969398227
"NCF06","OUT045",3970.38150870335
"FDE21","OUT010",-22.7245056953294
"DRG27","OUT013",728.946313959962
"FDW40","OUT049",2420.65522578436
"NCO53","OUT046",2897.52602086465
"FDE23","OUT049",884.143390767861
"FDQ16","OUT046",1727.34849849365
"FDS26","OUT045",4017.84380739164
"FDZ13","OUT010",-1103.29554085657
"FDS14","OUT049",2614.81113798718
"FDC10","OUT045",1860.94624127567
"FDY16","OUT049",3072.2228159408
"FDJ20","OUT035",2164.54953771069
"FDV43","OUT035",882.182580829368
"FDZ32","OUT027",3204.47470331009
"FDR23","OUT046",2802.38819319502
"FDN24","OUT035",1006.53256723144
"FDE34","OUT027",4353.20554893547
"FDU31","OUT013",3547.73046837031
"FDW33","OUT018",1432.89779034963
"FDU26","OUT046",1923.27589540918
"FDE20","OUT027",4237.17332401726
"NCW05","OUT035",1784.01110673806
"FDB22","OUT018",2148.5977900347
"FDO56","OUT046",1911.68713826495
"FDA19","OUT027",3511.598715765
"DRI39","OUT045",840.030188374913
"FDH52","OUT018",748.091418600275
"FDZ50","OUT035",3113.27134710008
"NCN42","OUT035",2493.94947569575
"FDB53","OUT013",2410.21891213168
"DRG11","OUT017",1810.24544770325
"DRK11","OUT027",3839.49192397128
"FDQ60","OUT017",2055.89939732529
"FDT36","OUT017",714.576036723623
"DRG25","OUT018",2671.67668534301
"DRJ23","OUT046",3008.87026346456
"FDG05","OUT035",2722.85923610724
"NCK06","OUT018",1606.23731627797
"FDU52","OUT017",2578.32929708663
"FDW07","OUT018",1187.15592539702
"NCM17","OUT045",671.290093940846
"FDA22","OUT045",2611.23851514672
"NCA41","OUT018",2792.73857821546
"FDF38","OUT035",918.011684172934
"FDH52","OUT046",1051.72354451459
"FDY58","OUT019",1682.85875171023
"FDZ16","OUT045",3054.81713250619
"NCM18","OUT017",1077.62560532164
"FDA22","OUT018",2375.29753452118
"NCJ43","OUT035",2928.52658748585
"FDI34","OUT027",5128.91579726107
"FDG56","OUT046",1044.65091058102
"FDS34","OUT046",1862.89638762224
"DRC01","OUT035",1003.387261334
"FDQ04","OUT035",822.522487837524
"FDK04","OUT035",1087.51580885657
"FDT51","OUT049",1927.08130209935
"FDV26","OUT017",3259.97266051765
"FDS04","OUT049",2405.5349451755
"FDW43","OUT018",3380.59015306734
"FDQ28","OUT010",600.756081010415
"NCK06","OUT017",1984.93756667155
"FDS23","OUT018",1739.88091881911
"FDZ36","OUT019",1102.33043402742
"FDE56","OUT018",754.748939729261
"FDW10","OUT027",4220.23957583241
"NCN14","OUT045",2845.74737096914
"NCQ18","OUT045",1477.71186752677
"FDW08","OUT017",1813.59352638787
"FDU43","OUT035",3923.56127306375
"FDR33","OUT010",-185.819297575323
"FDM24","OUT010",520.902365600765
